text_id,text_content,text_content_en
21,"你走向老板，准备进行例行的工作汇报。这是一种奇妙的仪式——你用数据和进度条包装着自己的存在价值，而老板则用点头和嗯声回应着你的生存证明。每一个汇报的数字都像是在说：看，我还活着，我还有用。在这个以效率为神的办公室里，汇报工作就是现代版的祈祷。","You approach your boss for the routine work report. This is a peculiar ritual—you package your existential value in data and progress bars, while your boss responds with nods and hmms to your proof of survival. Every reported number seems to say: Look, I'm still alive, I'm still useful. In this office that worships efficiency, work reporting is the modern version of prayer."
22,"作为管理层的你，站在同事1面前准备表扬。权力给了你这种奇特的能力——用语言制造多巴胺。你的每一句赞美都像是在向公司的生态系统投放营养剂，让这个巨大的有机体继续运转。表扬是一种廉价的货币，但在这个缺乏认同的世界里，它却比真金白银更加珍贵。","As management, you stand before Colleague 1, ready to offer praise. Power grants you this peculiar ability—to manufacture dopamine with words. Each compliment you give is like releasing nutrients into the company's ecosystem, keeping this massive organism functioning. Praise is cheap currency, yet in this world starved of recognition, it's more precious than gold and silver."
23,"你准备表扬同事2，这是管理艺术的精髓——让别人感觉自己很重要。在这场办公室政治的棋局中，表扬就是你的王后，既能攻击也能防守。你看着同事2期待的眼神，意识到人类对认同的渴望是如此原始而强烈，就像飞蛾扑火一样不可抗拒。","You prepare to praise Colleague 2—this is the essence of managerial art: making others feel important. In this chess game of office politics, praise is your queen, capable of both attack and defense. You look at Colleague 2's expectant eyes and realize humanity's craving for recognition is so primitive and intense, as irresistible as moths to flame."
24,"面对同事3，你准备施展表扬的魔法。这是一种古老的权力仪式，通过语言的炼金术将平凡的工作成果转化为闪闪发光的成就。你的话语就像是在黑暗的办公室生活中点燃的一支蜡烛，短暂但温暖。每个人都需要这样的光芒来确认自己的存在。","Facing Colleague 3, you prepare to cast the spell of praise. This is an ancient power ritual, using verbal alchemy to transform mundane work results into gleaming achievements. Your words are like lighting a candle in the darkness of office life—brief but warm. Everyone needs such light to confirm their existence."
25,"作为高级管理者，你开始激励同事1。这不再是简单的表扬，而是一种更深层的心理操作——你要在他们心中种下野心的种子。激励是一门黑暗的艺术，它利用人类对成长的渴望，将个人的梦想与公司的目标巧妙地绑定在一起。你就像一个园丁，培育着他人的希望。","As senior management, you begin motivating Colleague 1. This is no longer simple praise, but deeper psychological manipulation—you're planting seeds of ambition in their heart. Motivation is a dark art that exploits humanity's desire for growth, cleverly binding personal dreams to corporate goals. You're like a gardener, cultivating others' hopes."
26,"你开始对同事2进行激励谈话。在这个残酷的职场生态中，激励就像是给干涸的土地注入生命之水。你的每一句话都在重新编程着对方的神经回路，让他们相信努力有意义，相信未来可期。这是一种温柔的洗脑，但也是必要的——否则这个系统就会崩溃。","You begin a motivational talk with Colleague 2. In this brutal workplace ecosystem, motivation is like injecting life-giving water into parched soil. Each word reprograms their neural circuits, making them believe effort has meaning, that the future holds promise. It's gentle brainwashing, but necessary—otherwise the system would collapse."
27,"面对同事3，你准备进行深度激励。这是权力的终极表现——不仅控制别人的行为，更要塑造他们的信念。你的话语像是魔法师的咒语，在对方心中构建起一座希望的城堡。激励的本质是欺骗，但这种欺骗是善意的，因为绝望比谎言更加残酷。","Facing Colleague 3, you prepare for deep motivation. This is power's ultimate expression—not just controlling others' behavior, but shaping their beliefs. Your words are like a wizard's incantations, building a castle of hope in their heart. The essence of motivation is deception, but this deception is benevolent, for despair is crueler than lies."
28,"会议室里，你们围坐在圆桌前进行立项研讨。这是现代商业的圣餐仪式——大家分享着同一个梦想，或者说同一个谎言。每个人都在用专业术语包装着自己的野心，就像用华丽的包装纸包装着腐烂的苹果。在这里，可行性研究就是给幻想披上理性的外衣。","In the meeting room, you sit around the round table for project initiation discussions. This is modern business's communion ritual—everyone sharing the same dream, or rather, the same lie. Everyone packages their ambitions in professional terminology, like wrapping rotten apples in fancy paper. Here, feasibility studies are just dressing fantasies in rational clothing."
29,"私下宴请的餐桌上，你们举杯庆祝着什么——也许是项目成功，也许是什么都不是。酒精是最诚实的真相血清，它让面具滑落，让真实的人格从企业文化的束缚中解脱出来。在这里，老板不再是老板，你也不再是下属，大家都只是被生活推着走的普通人。","At the private dinner table, you raise glasses celebrating something—perhaps project success, perhaps nothing at all. Alcohol is the most honest truth serum, making masks slip away, liberating real personalities from corporate culture's constraints. Here, the boss is no longer the boss, you're no longer a subordinate—everyone's just ordinary people pushed along by life."
30,"在发展路径的讨论中，你们绘制着职业生涯的地图。但这张地图更像是一个迷宫——每一条路都通向未知，每一个选择都可能是陷阱。你们用五年计划、晋升通道这些词汇给不确定性披上确定的外衣，就像用星座占卜预测未来一样可笑却必要。","In career development discussions, you sketch the map of professional life. But this map is more like a maze—every path leads to the unknown, every choice might be a trap. You drape uncertainty in the certainty of terms like 'five-year plans' and 'promotion tracks,' as ridiculous yet necessary as using horoscopes to predict the future."
