text_id,text_content,text_content_en
1001,"你踏出家门，走向公司的路上。每一步都像是在走向一个巨大的机器，而你即将成为其中的一个零件。晨光透过城市的雾霾洒在你身上，但你感受不到温暖，只有一种被时间推着走的无力感。这条路你已经走了无数次，熟悉得像是梦游。你开始怀疑，是你在走向公司，还是公司在召唤你？","You step out of your home, walking toward the company. Each step feels like approaching a giant machine where you're about to become a component. Morning light filters through the city's smog onto you, but you feel no warmth, only a powerlessness of being pushed by time. You've walked this path countless times, familiar as sleepwalking. You begin to wonder: are you walking toward the company, or is the company summoning you?"
1002,"你从家里出发前往商店，这是现代生活最基本的仪式之一——消费。街道上的广告牌像是在对你喊话，每一个品牌都在争夺你的注意力和钱包。你意识到，在这个消费主义的世界里，你不仅仅是一个购买者，更是一个被购买的对象——你的时间、注意力、欲望都被明码标价。","You leave home for the store, one of modern life's most basic rituals—consumption. Billboards on the street seem to shout at you, every brand competing for your attention and wallet. You realize that in this consumerist world, you're not just a buyer, but also an object being bought—your time, attention, and desires all have price tags."
1003,"你从公司回到家，这短短的路程却像是在两个世界之间穿越。工作的面具在路上慢慢脱落，真实的自我开始苏醒。但你也知道，这种自由只是暂时的，明天你还要重新戴上面具。家不再是避风港，而是一个中转站——一个让你恢复体力以便明天继续战斗的地方。","You return home from the company, this short journey like traveling between two worlds. The work mask slowly falls away on the road, your true self beginning to awaken. But you also know this freedom is temporary; tomorrow you'll have to put the mask back on. Home is no longer a sanctuary, but a transit station—a place to recover strength for tomorrow's continued battle."
1004,"你从家里走向公园，寻找一片绿色的慰藉。在这个钢筋水泥的城市里，公园就像是一个人工的伊甸园——虽然不够自然，但至少提供了一种逃离的幻觉。你的脚步在接触到草地的那一刻变得轻松起来，仿佛大地在提醒你，你还是一个生物，而不仅仅是一个经济单位。","You walk from home toward the park, seeking green solace. In this concrete city, the park is like an artificial Eden—though not natural enough, it at least provides an illusion of escape. Your steps become lighter the moment they touch the grass, as if the earth is reminding you that you're still a living being, not just an economic unit."
1005,"你从家里前往餐馆，这是对烹饪技能缺失的一种补偿。在这个快节奏的时代，我们把最基本的生存技能外包给了商业机构。每一顿外食都是对自立能力的放弃，但也是对时间的一种购买。你开始思考，便利和依赖之间的界限在哪里？","You head from home to a restaurant, compensating for lacking cooking skills. In this fast-paced era, we've outsourced the most basic survival skills to commercial institutions. Every meal out is an abandonment of self-reliance, but also a purchase of time. You begin to think: where's the line between convenience and dependency?"
1006,"你从家里赶往医院，这趟旅程充满了对未知的恐惧。医院是现代社会最诚实的地方——在这里，所有的社会地位都被剥离，每个人都只是血肉之躯。你的脚步变得沉重，不是因为距离，而是因为对脆弱性的突然意识。健康时的我们总是忘记，生命是多么脆弱的奇迹。","You rush from home to the hospital, this journey filled with fear of the unknown. The hospital is modern society's most honest place—here, all social status is stripped away, everyone is just flesh and blood. Your steps become heavy, not from distance, but from sudden awareness of fragility. When healthy, we always forget how fragile a miracle life is."
1007,"你从公司前往家，这是一天中最期待的时刻。每一步都在远离那个让你感到窒息的地方，每一米都在接近真正属于你的空间。但你也知道，这种解脱只是暂时的，就像监狱里的放风时间。你开始计算距离下一个工作日还有多少小时，这种倒计时让自由变得更加珍贵，也更加苦涩。","You head from the company to home, the most anticipated moment of the day. Each step moves away from that suffocating place, each meter closer to space that truly belongs to you. But you also know this relief is temporary, like recreation time in prison. You begin calculating how many hours until the next workday, this countdown making freedom more precious, and more bitter."
1008,"你从公司走向商店，这是工作日的小小叛逆。在本应专注工作的时间里，你选择了消费，这种微小的反抗让你感到一丝快感。但你也意识到，即使是叛逆也被系统化了——商店就在公司附近，方便员工在工作间隙进行消费。你的反抗变成了经济活动的一部分。","You walk from the company to the store, a small rebellion of the workday. In time that should be focused on work, you choose consumption, this tiny resistance giving you a trace of pleasure. But you also realize even rebellion has been systematized—stores are near companies, convenient for employees to consume during work breaks. Your rebellion becomes part of economic activity."
1009,"你从公司回到家，这条路见证了你每天的疲惫。路灯下的影子越来越长，就像你内心的倦怠在不断延伸。你拖着沉重的脚步，思考着今天又失去了什么——时间、精力、还是一点点的灵魂？回家的路变成了一种仪式，一种从工作状态向生活状态的缓慢转换。","You return home from the company, this road witnessing your daily exhaustion. Shadows under streetlights grow longer, like the fatigue in your heart constantly extending. You drag heavy steps, thinking about what you've lost today—time, energy, or a bit of soul? The road home becomes a ritual, a slow transition from work state to life state."
1010,"你从公司前往公园，这是对自然的一种朝圣。在钢筋水泥的包围中工作了一天后，你渴望看到一些绿色，听到一些鸟鸣。这种渴望是如此原始而强烈，让你意识到人类对自然的需求是多么根深蒂固。公园虽然是人工的，但至少提供了一种与大地连接的幻觉。","You head from the company to the park, a pilgrimage to nature. After working surrounded by concrete all day, you crave seeing some green, hearing some birdsong. This craving is so primitive and intense, making you realize how deeply rooted humanity's need for nature is. Though the park is artificial, it at least provides an illusion of connection with the earth."
